OC:  No bit packing, size: 256
0,0.0046808
OC:  No bit packing, size: 512
0,0.012533
OC:  No bit packing, size: 1024
0,0.0507667
OC:  No bit packing, size: 2048
0,0.192726
OC:  No bit packing, size: 4096
0,0.733965
OC:  No bit packing, size: 4096
0,0.726275
OC:  No bit packing, size: 320
0,0.0060932
OC:  No bit packing, size: 8192
0,0.217368
OC:  No bit packing, size: 8192
0,0.0751868
